URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE COMPLEX WORDS,FOG INDEX,AVG WORDS PER SENTENCE LENGTH,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE COUNT,PERSONAL PRONOUN COUNT,AVG WORD LENGTH
bctech2127,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,32,17,0.3061224427321951,0.04231433502390817,23.16,0.15112262521588946,9.324449050086356,23.16,175,845,1464,1,6.368112543962486
bctech2128,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,18,3,0.7142856802721105,0.03172205433274614,27.583333333333332,0.18580060422960726,11.107653575025177,27.583333333333332,123,521,1005,0,6.489483747609943
bctech2129,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,5,0,0.99999980000004,0.04201680636960667,119.0,0.25210084033613445,47.70084033613446,119.0,30,72,156,1,7.083333333333333
bctech2130,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,8,4,0.3333333055555579,0.06896551684502576,24.857142857142858,0.3160919540229885,10.069293924466338,24.857142857142858,55,147,311,0,7.129251700680272
bctech2131,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,13,0,0.9999999230769291,0.0802469130848956,27.0,0.3148148148148148,10.925925925925926,27.0,51,128,291,0,7.116279069767442
bctech2132,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,12,5,0.4117646816609011,0.08457711400707904,50.25,0.25870646766169153,20.203482587064677,50.25,52,150,313,0,6.833333333333333
bctech2133,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,10,3,0.5384614970414233,0.09027777715084877,20.571428571428573,0.3402777777777778,8.36468253968254,20.571428571428573,49,118,264,0,7.084745762711864
bctech2134,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,10,1,0.8181817438016598,0.07333333284444445,25.0,0.31333333333333335,10.125333333333334,25.0,47,126,262,0,7.333333333333333
bctech2135,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,17,7,0.41666664930555625,0.0490797545008594,18.14814814814815,0.22903885480572597,7.350874801181551,18.14814814814815,112,370,745,6,6.6005291005291005
bctech2136,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,3,0,0.9999996666667778,0.018633540256934533,23.0,0.3105590062111801,9.324223602484471,23.0,50,125,258,0,7.032
bctech2137,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,6,9,-0.19999998666666757,0.03865979371479435,17.681818181818183,0.29896907216494845,7.192314901593253,17.681818181818183,116,323,708,0,6.787878787878788
bctech2138,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,10,3,0.5384614970414233,0.059090908822314055,22.0,0.24545454545454545,8.898181818181818,22.0,54,170,346,0,7.035294117647059
bctech2139,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,15,4,0.5789473379501401,0.0584615382816568,14.130434782608695,0.28923076923076924,5.767866220735787,14.130434782608695,94,255,595,0,7.441860465116279
bctech2140,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,11,4,0.46666663555555765,0.04373177829815808,18.05263157894737,0.23323615160349853,7.314347092220348,18.05263157894737,80,273,556,2,6.8321167883211675
bctech2141,https://insights.blackcoffer.com/real-estate-data-warehouse/,8,0,0.9999998750000157,0.028776978313751877,18.533333333333335,0.2302158273381295,7.505419664268586,18.533333333333335,64,225,416,0,6.95575221238938
bctech2142,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,6,1,0.7142856122449125,0.025179856024532894,18.533333333333335,0.23741007194244604,7.508297362110312,18.533333333333335,66,226,439,0,6.790393013100437
bctech2143,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,5,1,0.6666665555555741,0.027027026905283663,20.181818181818183,0.26126126126126126,8.177231777231778,20.181818181818183,58,186,352,0,6.588235294117647
bctech2144,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,5,4,0.11111109876543349,0.038461538297172915,23.4,0.2264957264957265,9.450598290598291,23.4,53,191,351,0,6.4512820512820515
bctech2145,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,7,1,0.7499999062500118,0.0399999998,20.0,0.275,8.11,20.0,55,169,309,0,6.792899408284024
bctech2146,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,8,0,0.9999998750000157,0.040609136849699815,24.625,0.26903553299492383,9.95761421319797,24.625,53,170,312,0,6.747058823529412
bctech2147,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,6,1,0.7142856122449125,0.031111110972839508,15.0,0.23555555555555555,6.094222222222222,15.0,53,176,331,0,6.637362637362638
bctech2148,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,11,3,0.5714285306122479,0.06306306277899522,22.2,0.22072072072072071,8.968288288288289,22.2,49,189,351,0,6.368421052631579
bctech2149,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,11,3,0.5714285306122479,0.06306306277899522,18.5,0.22972972972972974,7.491891891891893,18.5,51,187,333,0,6.529411764705882
bctech2150,https://insights.blackcoffer.com/marbles-stimulation-using-python/,18,1,0.8947367950138528,0.054131053976834605,17.55,0.19373219373219372,7.097492877492879,17.55,68,246,479,1,6.657258064516129
bctech2151,https://insights.blackcoffer.com/stocktwits-data-structurization/,14,9,0.21739129489603065,0.03239436615155723,14.2,0.19859154929577466,5.7594366197183104,14.2,141,554,1049,0,6.710992907801418
bctech2152,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,11,7,0.2222222098765439,0.035294117577854674,19.615384615384617,0.29411764705882354,7.963800904977376,19.615384615384617,150,378,838,1,7.342105263157895
bctech2153,https://insights.blackcoffer.com/population-and-community-survey-of-america/,13,9,0.18181817355371938,0.030812324886817472,20.485714285714284,0.226890756302521,8.285042016806722,20.485714285714284,162,554,1112,1,6.901079136690647
bctech2154,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,21,17,0.10526315512465383,0.03710937496376037,15.530303030303031,0.2314453125,6.304699337121213,15.530303030303031,237,813,1563,2,6.637254901960785
bctech2155,https://insights.blackcoffer.com/healthcare-data-analysis/,8,10,-0.11111110493827195,0.06081081060536889,17.41176470588235,0.1858108108108108,7.039030206677265,17.41176470588235,55,228,457,0,6.452991452991453
bctech2156,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,6,0,0.9999998333333611,0.0337078649791693,178.0,0.28651685393258425,71.31460674157304,178.0,51,133,286,0,6.69172932330827
bctech2157,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,3,0,0.9999996666667778,0.02290076318396364,16.375,0.2824427480916031,6.662977099236642,16.375,37,109,222,0,6.63063063063063
